wavelength_nm,surface_mirror_PM,surface_mirror_SM,surface_mirror_TM,surface_mirror_FSM,surface_filter_sloan_r,surface_detector,subsystem_telescope,subsystem_photometric_instrument,instrument_photometer
1445.0,0.9505454545454546,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9056453982021822,0.0,0.0
1450.0,0.9507272727272729,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9058186280029095,0.0,0.0
1455.0,0.9512727272727274,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9063383174050913,0.0,0.0
1460.0,0.9512727272727274,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9063383174050913,0.0,0.0
1465.0,0.951636363636364,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.906684777006546,0.0,0.0
1470.0,0.951636363636364,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.906684777006546,0.0,0.0
1475.0,0.9520000000000001,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9070312366080003,0.0,0.0
1480.0,0.9520000000000001,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9070312366080003,0.0,0.0
1485.0,0.9521636363636364,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9071871434286549,0.0,0.0
1490.0,0.9526181818181818,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.907620217930473,0.0,0.0
1495.0,0.9527818181818182,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9077761247511276,0.0,0.0
1500.0,0.9530909090909092,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.908070615412364,0.0,0.0
1505.0,0.9530909090909092,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.908070615412364,0.0,0.0
1510.0,0.9534545454545456,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9084170750138185,0.0,0.0
1515.0,0.9534545454545456,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9084170750138185,0.0,0.0
1520.0,0.953818181818182,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9087635346152733,0.0,0.0
1525.0,0.953818181818182,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9087635346152733,0.0,0.0
1530.0,0.9542181818181819,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9091446401768729,0.0,0.0
1535.0,0.9545454545454548,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9094564538181823,0.0,0.0
1540.0,0.9545454545454548,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9094564538181823,0.0,0.0
1545.0,0.954909090909091,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9098029134196368,0.0,0.0
1550.0,0.954909090909091,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9098029134196368,0.0,0.0
1555.0,0.9550363636363638,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9099241742801459,0.0,0.0
1560.0,0.9552727272727276,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9101493730210914,0.0,0.0
1565.0,0.9552727272727276,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9101493730210914,0.0,0.0
1570.0,0.9556000000000001,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9104611866624004,0.0,0.0
1575.0,0.9557272727272728,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9105824475229094,0.0,0.0
1580.0,0.956,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9108422922240003,0.0,0.0
1585.0,0.9578181818181819,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.912574590231273,0.0,0.0
1590.0,0.9563636363636364,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9111887518254549,0.0,0.0
1595.0,0.9567272727272729,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9115352114269094,0.0,0.0
1600.0,0.9567272727272729,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9115352114269094,0.0,0.0
1605.0,0.9567272727272729,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9115352114269094,0.0,0.0
1610.0,0.9570909090909092,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.911881671028364,0.0,0.0
1615.0,0.9570909090909092,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.911881671028364,0.0,0.0
1620.0,0.9572363636363638,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9120202548689459,0.0,0.0
1625.0,0.9578181818181819,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.912574590231273,0.0,0.0
1630.0,0.9577818181818183,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9125399442711276,0.0,0.0
1635.0,0.9578000000000001,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9125572672512003,0.0,0.0
1640.0,0.9590545454545456,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9137525528762186,0.0,0.0
1645.0,0.9590363636363638,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9137352298961459,0.0,0.0
1650.0,0.9592727272727274,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9139604286370914,0.0,0.0
1655.0,0.9586727272727273,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9133887702946912,0.0,0.0
1660.0,0.9595636363636366,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9142375963182551,0.0,0.0
1665.0,0.9592727272727274,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9139604286370914,0.0,0.0
1670.0,0.9592727272727274,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9139604286370914,0.0,0.0
1675.0,0.9591818181818182,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9138738137367276,0.0,0.0
1680.0,0.9596363636363638,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9143068882385459,0.0,0.0
1685.0,0.9596363636363638,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9143068882385459,0.0,0.0
1690.0,0.9597454545454547,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9144108261189822,0.0,0.0
1695.0,0.96,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9146533478400002,0.0,0.0
1700.0,0.96,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9146533478400002,0.0,0.0
1705.0,0.96,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9146533478400002,0.0,0.0
1710.0,0.9603636363636364,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9149998074414549,0.0,0.0
1715.0,0.9603636363636364,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9149998074414549,0.0,0.0
1720.0,0.9603636363636364,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9149998074414549,0.0,0.0
1725.0,0.9607272727272728,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9153462670429094,0.0,0.0
1730.0,0.9607272727272728,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9153462670429094,0.0,0.0
1735.0,0.9607272727272728,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9153462670429094,0.0,0.0
1740.0,0.9610909090909092,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.915692726644364,0.0,0.0
1745.0,0.9607272727272728,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9153462670429094,0.0,0.0
1750.0,0.9605454545454546,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9151730372421821,0.0,0.0
1755.0,0.9615818181818183,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9161604471063277,0.0,0.0
1760.0,0.961818181818182,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9163856458472732,0.0,0.0
1765.0,0.961818181818182,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9163856458472732,0.0,0.0
1770.0,0.961818181818182,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9163856458472732,0.0,0.0
1775.0,0.9621818181818184,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9167321054487276,0.0,0.0
1780.0,0.9615272727272729,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9161084781661095,0.0,0.0
1785.0,0.9610909090909092,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.915692726644364,0.0,0.0
1790.0,0.9610909090909092,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.915692726644364,0.0,0.0
1795.0,0.9622909090909092,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.916836043329164,0.0,0.0
1800.0,0.9629090909090909,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.0,0.0,0.9174250246516367,0.0,0.0
